fecha_corte;entidad;provincia;canton;segmento;por_vencer;no_devenga_intereses;vencida;total_saldo;archivo_origen
2026-04-30;BP SOLIDARIO;IMBABURA;IBARRA;CONSUMO;7362445.61;178942.46;26473.25;7567861.32;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;IMBABURA;OTAVALO;CONSUMO;1907740.33;32472.13;6069.07;1946281.53;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;LOJA;LOJA;CONSUMO;3916878.78;120898.84;19812.32;4057589.94;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;LOS RIOS;BABAHOYO;CONSUMO;5393940.75;208655.69;31950.13;5634546.57;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;LOS RIOS;QUEVEDO;CONSUMO;4458521.85;109723.31;23865.14;4592110.3;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;MANABI;CHONE;CONSUMO;2227275.16;74808.45;9034.59;2311118.2;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;MANABI;EL CARMEN;CONSUMO;662700.77;17227.35;1794.6;681722.72;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;MANABI;MANTA;CONSUMO;11371132.38;472918.02;68855.46;11912905.86;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;MANABI;PORTOVIEJO;CONSUMO;10022086.6;453347.67;60103.21;10535537.48;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;PICHINCHA;CAYAMBE;CONSUMO;3541723.97;86593.62;9813.04;3638130.63;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;PICHINCHA;MEJIA;CONSUMO;1491082.95;27737.72;3307.1;1522127.77;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;PICHINCHA;QUITO;CONSUMO;125069483.61;6339251.8;949647.9;132358383.31;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;PICHINCHA;RUMIÑAHUI;CONSUMO;8915067.25;273778.03;86575.18;9275420.46;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;SANTA ELENA;LA LIBERTAD;CONSUMO;3605057.92;154979.78;27631.58;3787669.28;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;SANTA ELENA;SANTA ELENA;CONSUMO;1713643.82;49788.51;12767.27;1776199.6;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;CONSUMO;7491229.17;191557.33;25016.94;7707803.44;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;TUNGURAHUA;AMBATO;CONSUMO;6640841.61;197221.95;35516.13;6873579.69;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP SOLIDARIO;TUNGURAHUA;SAN PEDRO DE PELILEO;CONSUMO;500.0;0.0;0.0;500.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;BOLIVAR;CHILLANES;CONSUMO;413653.69;0.0;417.98;414071.67;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;BOLIVAR;GUARANDA;CONSUMO;422100.01;0.0;0.0;422100.01;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;CARCHI;ESPEJO;CONSUMO;150308.38;0.0;0.0;150308.38;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;CARCHI;MONTUFAR;CONSUMO;355958.38;1731.73;379.78;358069.89;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;CARCHI;TULCAN;CONSUMO;162531.11;0.0;0.0;162531.11;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;CHIMBORAZO;GUAMOTE;CONSUMO;216986.56;0.0;0.0;216986.56;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;CHIMBORAZO;RIOBAMBA;CONSUMO;241966.02;0.0;0.0;241966.02;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;COTOPAXI;LA MANA;CONSUMO;446937.2;0.0;0.0;446937.2;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;COTOPAXI;LATACUNGA;CONSUMO;823626.96;0.0;0.0;823626.96;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;COTOPAXI;SALCEDO;CONSUMO;279188.18;0.0;0.0;279188.18;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;ESMERALDAS;SAN LORENZO;CONSUMO;229960.56;976.69;1508.88;232446.13;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;IMBABURA;IBARRA;CONSUMO;571288.65;2397.55;2074.67;575760.87;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;IMBABURA;OTAVALO;CONSUMO;267957.89;0.0;715.23;268673.12;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;IMBABURA;PIMAMPIRO;CONSUMO;64329.16;380.63;40.02;64749.81;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;LOS RIOS;QUEVEDO;CONSUMO;63091.06;0.0;0.0;63091.06;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;MANABI;CHONE;CONSUMO;17119.68;0.0;0.0;17119.68;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;MANABI;PORTOVIEJO;CONSUMO;858117.61;18142.02;8546.46;884806.09;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;PICHINCHA;CAYAMBE;CONSUMO;610453.47;1259.14;1449.04;613161.65;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;PICHINCHA;MEJIA;CONSUMO;547558.58;0.0;0.0;547558.58;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;PICHINCHA;QUITO;CONSUMO;184959.71;0.0;0.0;184959.71;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-04-30;BP VISIONFUND ECUADOR S.A.;TUNGURAHUA;AMBATO;CONSUMO;166706.84;2577.0;189.46;169473.3;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;CARCHI;TULCAN;CONSUMO;0.0;137.46;10731.76;10869.22;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;GUAYAS;GUAYAQUIL;CONSUMO;0.0;0.0;4758.02;4758.02;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;IMBABURA;IBARRA;CONSUMO;0.0;0.0;7023.66;7023.66;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;LOS RIOS;QUEVEDO;CONSUMO;0.0;0.0;434.94;434.94;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;MANABI;PORTOVIEJO;CONSUMO;0.0;0.0;2222.23;2222.23;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;PICHINCHA;QUITO;CONSUMO;11971.54;0.0;10882.58;22854.12;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;SANTA ELENA;LA LIBERTAD;CONSUMO;0.0;0.0;2.0;2.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO AMIBANK S.A., EN LIQUIDACION;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;CONSUMO;0.0;0.0;102.62;102.62;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO ATLÁNTIDA S.A.;EL ORO;MACHALA;CONSUMO;311588.47;0.0;0.0;311588.47;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO ATLÁNTIDA S.A.;GUAYAS;GUAYAQUIL;CONSUMO;20363423.48;0.0;0.0;20363423.48;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO ATLÁNTIDA S.A.;LOS RIOS;QUEVEDO;CONSUMO;12599.81;0.0;0.0;12599.81;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO ATLÁNTIDA S.A.;MANABI;MANTA;CONSUMO;505572.92;0.0;0.0;505572.92;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO ATLÁNTIDA S.A.;MANABI;PORTOVIEJO;CONSUMO;959057.83;0.0;0.0;959057.83;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO ATLÁNTIDA S.A.;PICHINCHA;QUITO;CONSUMO;509049.11;5454.97;727.95;515232.03;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BANCO ATLÁNTIDA S.A.;SANTA ELENA;LA LIBERTAD;CONSUMO;106330.93;0.0;0.0;106330.93;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AMAZONAS;AZUAY;CUENCA;CONSUMO;70563860.54;3010624.18;1125659.23;74700143.95;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AMAZONAS;GUAYAS;GUAYAQUIL;CONSUMO;42141333.77;2822045.17;875606.56;45838985.5;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AMAZONAS;PICHINCHA;QUITO;CONSUMO;7053175.19;754270.71;355103.24;8162549.14;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;AZUAY;CUENCA;CONSUMO;126674879.54;4871615.17;1300934.6;132847429.31;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;AZUAY;GIRON;CONSUMO;19234990.48;321275.29;85368.07;19641633.84;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;AZUAY;GUALACEO;CONSUMO;3286258.47;170151.68;11589.35;3467999.5;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;AZUAY;PAUTE;CONSUMO;2576992.73;58370.79;7037.24;2642400.76;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;AZUAY;SANTA ISABEL;CONSUMO;2740668.26;118211.51;18040.74;2876920.51;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;AZUAY;SIGSIG;CONSUMO;1708374.06;43427.17;2372.87;1754174.1;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CAÑAR;AZOGUES;CONSUMO;7079687.08;325586.4;61824.07;7467097.55;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CAÑAR;BIBLIAN;CONSUMO;1799925.77;65791.99;5447.3;1871165.06;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CAÑAR;CAÑAR;CONSUMO;5167627.27;137365.77;13495.98;5318489.02;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CAÑAR;DELEG;CONSUMO;18917.21;0.0;4.0;18921.21;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CAÑAR;EL TAMBO;CONSUMO;1552950.2;36953.34;1162.78;1591066.32;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CAÑAR;LA TRONCAL;CONSUMO;6186081.45;252586.82;47060.98;6485729.25;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CAÑAR;SUSCAL;CONSUMO;13439.49;0.0;2.0;13441.49;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CARCHI;TULCAN;CONSUMO;5911569.13;270895.33;57716.42;6240180.88;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;CHIMBORAZO;RIOBAMBA;CONSUMO;35142924.81;1066096.5;203852.07;36412873.38;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;COTOPAXI;LATACUNGA;CONSUMO;9569117.31;567097.96;118466.12;10254681.39;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;EL ORO;EL GUABO;CONSUMO;3575436.71;338000.66;61601.33;3975038.7;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;EL ORO;MACHALA;CONSUMO;49848531.4;2335177.59;578850.02;52762559.01;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;EL ORO;PASAJE;CONSUMO;3461249.77;136346.02;42072.72;3639668.51;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;EL ORO;PIÑAS;CONSUMO;3824739.42;102548.55;24183.28;3951471.25;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;EL ORO;SANTA ROSA;CONSUMO;3660037.48;396921.78;77430.19;4134389.45;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;ESMERALDAS;ESMERALDAS;CONSUMO;1255838.42;225841.31;78901.71;1560581.44;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;GUAYAS;GUAYAQUIL;CONSUMO;265308222.72;9110674.57;2636179.11;277055076.4;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;GUAYAS;MILAGRO;CONSUMO;7908522.98;465287.4;59437.9;8433248.28;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;GUAYAS;SAMBORONDON;CONSUMO;6948424.13;817183.17;68151.18;7833758.48;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;IMBABURA;IBARRA;CONSUMO;27218015.82;1641663.95;315723.33;29175403.1;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;IMBABURA;OTAVALO;CONSUMO;4079653.14;190041.61;31046.76;4300741.51;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;LOJA;CATAMAYO;CONSUMO;2168903.73;160616.1;23085.16;2352604.99;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;LOJA;LOJA;CONSUMO;24914977.61;1722314.79;389703.84;27026996.24;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;MANABI;MANTA;CONSUMO;84216267.43;4243396.81;945086.59;89404750.83;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;MANABI;PORTOVIEJO;CONSUMO;6505618.16;422563.41;19192.23;6947373.8;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;MORONA SANTIAGO;MORONA;CONSUMO;4928680.31;162197.06;21447.88;5112325.25;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;MORONA SANTIAGO;SUCUA;CONSUMO;5173147.52;103434.82;15001.15;5291583.49;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;NAPO;TENA;CONSUMO;4881218.5;148099.45;68173.93;5097491.88;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;ORELLANA;ORELLANA;CONSUMO;761884.61;49567.58;4969.25;816421.44;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;PASTAZA;PASTAZA;CONSUMO;6198741.33;357116.39;58727.59;6614585.31;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;PICHINCHA;QUITO;CONSUMO;345724236.15;13480185.46;3017104.92;362221526.53;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;PICHINCHA;RUMIÑAHUI;CONSUMO;7400386.57;367782.15;51902.15;7820070.87;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;SANTA ELENA;LA LIBERTAD;CONSUMO;8090481.75;516621.53;62064.51;8669167.79;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;CONSUMO;19712851.68;1641308.5;620472.32;21974632.5;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;TUNGURAHUA;AMBATO;CONSUMO;41225601.15;1168854.26;238552.64;42633008.05;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;TUNGURAHUA;BAÑOS DE AGUA SANTA;CONSUMO;2353752.02;68088.71;15381.79;2437222.52;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP AUSTRO;ZAMORA CHINCHIPE;ZAMORA;CONSUMO;3467660.22;220020.14;38362.66;3726043.02;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;AZUAY;CUENCA;CONSUMO;3593772.18;293163.89;256842.15;4143778.22;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;BOLIVAR;GUARANDA;CONSUMO;6450648.64;102841.26;92352.98;6645842.88;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;CARCHI;MONTUFAR;CONSUMO;1724556.46;96107.2;99673.26;1920336.92;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;CHIMBORAZO;RIOBAMBA;CONSUMO;3798733.55;171859.92;86088.47;4056681.94;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;COTOPAXI;LATACUNGA;CONSUMO;7367106.75;196752.26;103151.46;7667010.47;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;GUAYAS;GUAYAQUIL;CONSUMO;3161786.8;88941.49;84261.57;3334989.86;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;IMBABURA;IBARRA;CONSUMO;4338707.36;235418.31;122480.77;4696606.44;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;IMBABURA;PIMAMPIRO;CONSUMO;5770661.0;60027.69;31965.5;5862654.19;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;LOJA;LOJA;CONSUMO;9346659.31;316450.36;136169.57;9799279.24;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;LOJA;PINDAL;CONSUMO;3432031.76;405153.65;91549.9;3928735.31;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;MANABI;PORTOVIEJO;CONSUMO;3694874.78;286329.28;142273.18;4123477.24;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;ORELLANA;ORELLANA;CONSUMO;3206529.53;64040.62;50511.99;3321082.14;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;PICHINCHA;QUITO;CONSUMO;16517542.82;1460761.67;906604.73;18884909.22;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;CONSUMO;3699208.17;204379.16;352083.75;4255671.08;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SUCUMBIOS;LAGO AGRIO;CONSUMO;5476647.39;284486.24;150320.56;5911454.19;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;TUNGURAHUA;AMBATO;CONSUMO;4893381.69;177922.1;122160.28;5193464.07;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;GUAYAS;GUAYAQUIL;CONSUMO;11158322.44;322168.52;76552.05;11557043.01;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;CHONE;CONSUMO;740667.58;9194.48;6872.79;756734.85;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;MANTA;CONSUMO;225290.85;28478.54;9879.44;263648.83;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;PORTOVIEJO;CONSUMO;6867718.15;455020.69;164344.88;7487083.72;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;SUCRE;CONSUMO;389515.91;14164.81;6939.79;410620.51;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;AZUAY;CUENCA;CONSUMO;20314984.67;998924.83;105064.61;21418974.11;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;CAÑAR;AZOGUES;CONSUMO;3801494.69;70800.42;10583.16;3882878.27;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;CAÑAR;CAÑAR;CONSUMO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;CAÑAR;LA TRONCAL;CONSUMO;3905258.66;121689.16;13586.66;4040534.48;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;EL ORO;MACHALA;CONSUMO;10859525.59;848313.72;85047.58;11792886.89;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;ESMERALDAS;ESMERALDAS;CONSUMO;98099.77;16698.31;5350.87;120148.95;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;ESMERALDAS;LA CONCORDIA;CONSUMO;5096960.79;306619.34;26973.7;5430553.83;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;DAULE;CONSUMO;3845266.45;191160.68;21726.15;4058153.28;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;DURAN;CONSUMO;3257219.18;193083.08;30399.54;3480701.8;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;EMPALME;CONSUMO;3740831.25;110806.39;17122.35;3868759.99;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;GUAYAQUIL;CONSUMO;761329116.89;29515076.69;8350793.98;799194987.56;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;MILAGRO;CONSUMO;8492781.83;508626.17;59167.16;9060575.16;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;SAMBORONDON;CONSUMO;15536860.99;247985.87;207015.36;15991862.22;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;IMBABURA;IBARRA;CONSUMO;0.0;0.0;11.0;11.0;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;LOJA;LOJA;CONSUMO;7056134.24;600838.62;60885.56;7717858.42;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;LOS RIOS;BABAHOYO;CONSUMO;6424702.94;393217.74;35134.9;6853055.58;COLOCACIONES BANCA PRIVADA CONSUMO 2026_05.xlsx
