fecha_corte;entidad;provincia;canton;segmento;por_vencer;no_devenga_intereses;vencida;total_saldo;archivo_origen
2026-05-31;BP AUSTRO;IMBABURA;OTAVALO;PRODUCTIVO;40068.73;0.0;2.0;40070.73;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;LOJA;CATAMAYO;PRODUCTIVO;10375.88;0.0;3.0;10378.88;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;LOJA;LOJA;PRODUCTIVO;5861738.3;58321.83;16111.97;5936172.1;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;MANABI;MANTA;PRODUCTIVO;25297074.81;54476.0;14536.43;25366087.24;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;MORONA SANTIAGO;MORONA;PRODUCTIVO;492389.65;0.0;5519.92;497909.57;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;NAPO;TENA;PRODUCTIVO;171837.23;0.0;6848.53;178685.76;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;ORELLANA;ORELLANA;PRODUCTIVO;23311.53;62671.4;7733.26;93716.19;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;PASTAZA;PASTAZA;PRODUCTIVO;250433.87;2132.03;8433.85;260999.75;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;PICHINCHA;QUITO;PRODUCTIVO;162640750.37;538387.66;320495.55;163499633.58;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;PICHINCHA;RUMIÑAHUI;PRODUCTIVO;26748.18;0.0;0.0;26748.18;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;SANTA ELENA;LA LIBERTAD;PRODUCTIVO;168947.53;15362.87;1304712.44;1489022.84;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;PRODUCTIVO;8671101.06;49253.4;36126.94;8756481.4;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;TUNGURAHUA;AMBATO;PRODUCTIVO;30324298.24;94166.26;138898.61;30557363.11;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;TUNGURAHUA;BAÑOS DE AGUA SANTA;PRODUCTIVO;400639.29;149794.12;136290.28;686723.69;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP AUSTRO;ZAMORA CHINCHIPE;ZAMORA;PRODUCTIVO;214001.85;0.0;1.0;214002.85;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;AZUAY;CUENCA;PRODUCTIVO;1352462.83;0.0;0.0;1352462.83;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;BOLIVAR;GUARANDA;PRODUCTIVO;324875.55;0.0;1.0;324876.55;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;CHIMBORAZO;RIOBAMBA;PRODUCTIVO;265089.28;0.0;0.0;265089.28;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;COTOPAXI;LATACUNGA;PRODUCTIVO;5962355.19;0.0;2.0;5962357.19;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;GUAYAS;GUAYAQUIL;PRODUCTIVO;1225921.48;0.0;0.0;1225921.48;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;IMBABURA;IBARRA;PRODUCTIVO;839624.86;0.0;0.0;839624.86;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;LOJA;LOJA;PRODUCTIVO;714262.5;0.0;0.0;714262.5;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;MANABI;PORTOVIEJO;PRODUCTIVO;421.0;0.0;0.0;421.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;ORELLANA;ORELLANA;PRODUCTIVO;158637.83;0.0;0.0;158637.83;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;PICHINCHA;QUITO;PRODUCTIVO;4803812.29;0.0;12.0;4803824.29;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;PRODUCTIVO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SUCUMBIOS;LAGO AGRIO;PRODUCTIVO;45397.65;0.0;60159.45;105557.1;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;TUNGURAHUA;AMBATO;PRODUCTIVO;11229174.65;0.0;3.0;11229177.65;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;GUAYAS;GUAYAQUIL;PRODUCTIVO;22372727.12;333327.13;169675.8;22875730.05;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;CHONE;PRODUCTIVO;754813.8;0.0;1.0;754814.8;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;MANTA;PRODUCTIVO;258146.17;0.0;0.0;258146.17;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;PORTOVIEJO;PRODUCTIVO;17404202.5;31716.98;10711.54;17446631.02;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BANCO COMERCIAL DE MANABI;MANABI;SUCRE;PRODUCTIVO;3346285.34;26341.31;2680.16;3375306.81;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;AZUAY;CUENCA;PRODUCTIVO;157049347.87;17202.41;74431.42;157140981.7;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;CAÑAR;AZOGUES;PRODUCTIVO;1170087.68;0.0;175846.8;1345934.48;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;CAÑAR;CAÑAR;PRODUCTIVO;0.0;0.0;5.0;5.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;CAÑAR;LA TRONCAL;PRODUCTIVO;7281263.44;0.0;3838.09;7285101.53;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;COTOPAXI;LA MANA;PRODUCTIVO;0.0;0.0;5.0;5.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;EL ORO;MACHALA;PRODUCTIVO;70818584.98;0.0;1896.04;70820481.02;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;ESMERALDAS;ESMERALDAS;PRODUCTIVO;0.0;0.0;45.0;45.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;ESMERALDAS;LA CONCORDIA;PRODUCTIVO;1395859.0;0.0;1645.9;1397504.9;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;DAULE;PRODUCTIVO;1761727.54;6975.33;2765.59;1771468.46;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;DURAN;PRODUCTIVO;239277.11;0.0;5934.11;245211.22;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;EMPALME;PRODUCTIVO;5509945.1;0.0;29006.66;5538951.76;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;GUAYAQUIL;PRODUCTIVO;2090661349.55;451808.34;7549906.77;2098663064.66;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;MILAGRO;PRODUCTIVO;3636714.4;0.0;62014.38;3698728.78;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;GUAYAS;SAMBORONDON;PRODUCTIVO;10308578.66;58027.53;43704.0;10410310.19;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;IMBABURA;IBARRA;PRODUCTIVO;0.0;0.0;5.0;5.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;LOJA;LOJA;PRODUCTIVO;6405206.08;0.0;6310.71;6411516.79;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;LOS RIOS;BABAHOYO;PRODUCTIVO;29350057.69;0.0;1530.0;29351587.69;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;LOS RIOS;BUENA FE;PRODUCTIVO;1881858.96;10131.97;10637.54;1902628.47;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;LOS RIOS;QUEVEDO;PRODUCTIVO;15403168.17;0.0;9095.83;15412264.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;LOS RIOS;VENTANAS;PRODUCTIVO;0.0;0.0;27.0;27.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;MANABI;EL CARMEN;PRODUCTIVO;0.0;0.0;2702.56;2702.56;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;MANABI;MANTA;PRODUCTIVO;30830014.06;2458698.55;32660.24;33321372.85;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;MANABI;PORTOVIEJO;PRODUCTIVO;5371657.75;109022.49;34343.61;5515023.85;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;PICHINCHA;QUITO;PRODUCTIVO;593046673.61;283003.58;146778.59;593476455.78;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;PICHINCHA;RUMIÑAHUI;PRODUCTIVO;798578.36;0.0;508.01;799086.37;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;SANTA ELENA;LA LIBERTAD;PRODUCTIVO;5540438.74;177036.96;38265.92;5755741.62;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;PRODUCTIVO;3978870.31;1846.22;6944.57;3987661.1;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP BOLIVARIANO;TUNGURAHUA;AMBATO;PRODUCTIVO;32890588.9;0.0;2015.07;32892603.97;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP CAPITAL;AZUAY;CUENCA;PRODUCTIVO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP CAPITAL;GUAYAS;GUAYAQUIL;PRODUCTIVO;82882.12;0.0;2.0;82884.12;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP CAPITAL;IMBABURA;IBARRA;PRODUCTIVO;50269.7;8298.37;1076.15;59644.22;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP CAPITAL;PICHINCHA;QUITO;PRODUCTIVO;88999.59;281013.18;4310.65;374323.42;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP CAPITAL;TUNGURAHUA;AMBATO;PRODUCTIVO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP CITIBANK;PICHINCHA;QUITO;PRODUCTIVO;359143183.81;0.0;0.0;359143183.81;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP COOPNACIONAL;GUAYAS;GUAYAQUIL;PRODUCTIVO;29424730.05;0.0;0.0;29424730.05;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP DELBANK;GUAYAS;GUAYAQUIL;PRODUCTIVO;15321765.21;119110.55;127265.59;15568141.35;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP DELBANK;MANABI;MANTA;PRODUCTIVO;3773978.97;103725.11;18563.62;3896267.7;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP DELBANK;PICHINCHA;QUITO;PRODUCTIVO;125290.24;0.0;3.0;125293.24;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP DINERS;PICHINCHA;QUITO;PRODUCTIVO;203524148.99;1806838.74;4571788.83;209902776.56;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GENERAL RUMIÑAHUI;COTOPAXI;LATACUNGA;PRODUCTIVO;3472.02;0.0;1.0;3473.02;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GENERAL RUMIÑAHUI;EL ORO;MACHALA;PRODUCTIVO;11911.83;30128.95;3728.39;45769.17;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GENERAL RUMIÑAHUI;GUAYAS;GUAYAQUIL;PRODUCTIVO;40538228.45;89607.47;26670.46;40654506.38;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GENERAL RUMIÑAHUI;PICHINCHA;QUITO;PRODUCTIVO;61257253.92;534718.26;1513076.81;63305048.99;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GENERAL RUMIÑAHUI;PICHINCHA;RUMIÑAHUI;PRODUCTIVO;0.0;0.0;0.32;0.32;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;AZUAY;CUENCA;PRODUCTIVO;282048355.74;438205.41;253423.5;282739984.65;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;AZUAY;GUALACEO;PRODUCTIVO;961097.54;405.26;260.65;961763.45;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;BOLIVAR;GUARANDA;PRODUCTIVO;107583.82;28450.99;46487.46;182522.27;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;CAÑAR;AZOGUES;PRODUCTIVO;11740094.58;0.0;10366.16;11750460.74;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;CAÑAR;CAÑAR;PRODUCTIVO;23955.75;13473.68;31385.56;68814.99;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;CAÑAR;LA TRONCAL;PRODUCTIVO;434563.48;5737.48;1637.79;441938.75;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;CARCHI;TULCAN;PRODUCTIVO;350257.6;1535.62;18391.91;370185.13;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;CHIMBORAZO;ALAUSI;PRODUCTIVO;105709.91;30092.15;11192.95;146995.01;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;CHIMBORAZO;RIOBAMBA;PRODUCTIVO;2884147.98;380568.62;258936.43;3523653.03;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;COTOPAXI;LATACUNGA;PRODUCTIVO;3586063.79;150769.84;100223.8;3837057.43;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;COTOPAXI;SALCEDO;PRODUCTIVO;130046.54;0.0;0.0;130046.54;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;EL ORO;MACHALA;PRODUCTIVO;39413204.06;1572377.46;401707.56;41387289.08;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;EL ORO;PASAJE;PRODUCTIVO;221603.46;32254.92;6203.02;260061.4;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;EL ORO;SANTA ROSA;PRODUCTIVO;311834.66;51203.4;59742.69;422780.75;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;ESMERALDAS;ESMERALDAS;PRODUCTIVO;446547.84;10758.97;82943.25;540250.06;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;ESMERALDAS;LA CONCORDIA;PRODUCTIVO;486964.98;733.57;15558.37;503256.92;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;ESMERALDAS;QUININDE;PRODUCTIVO;14460.66;0.0;1.0;14461.66;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;BALZAR;PRODUCTIVO;1559.93;0.0;0.0;1559.93;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;DAULE;PRODUCTIVO;4600480.57;145544.81;149797.89;4895823.27;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;DURAN;PRODUCTIVO;528542.57;30.68;6730.46;535303.71;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;EL TRIUNFO;PRODUCTIVO;4225764.32;0.0;3.0;4225767.32;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;EMPALME;PRODUCTIVO;419066.27;4459.56;6652.22;430178.05;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;GUAYAQUIL;PRODUCTIVO;1996938512.92;1866350.02;3865421.39;2002670284.33;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;MILAGRO;PRODUCTIVO;2266709.22;31956.35;27260.75;2325926.32;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;NARANJITO;PRODUCTIVO;199557.8;0.0;13433.03;212990.83;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;PLAYAS;PRODUCTIVO;234229.0;206316.39;60963.87;501509.26;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;GUAYAS;SAMBORONDON;PRODUCTIVO;4245275.48;66185.69;103861.41;4415322.58;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;IMBABURA;COTACACHI;PRODUCTIVO;20914.49;0.0;1.0;20915.49;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;IMBABURA;IBARRA;PRODUCTIVO;2887187.24;355017.0;85484.66;3327688.9;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;IMBABURA;OTAVALO;PRODUCTIVO;614724.94;60438.22;21770.77;696933.93;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;LOJA;LOJA;PRODUCTIVO;1514043.76;72268.92;46834.74;1633147.42;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;LOS RIOS;BABAHOYO;PRODUCTIVO;5764649.95;25681.35;36566.22;5826897.52;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;LOS RIOS;BUENA FE;PRODUCTIVO;3348.97;0.0;0.0;3348.97;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;LOS RIOS;QUEVEDO;PRODUCTIVO;4094712.85;107652.06;109836.11;4312201.02;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;LOS RIOS;VENTANAS;PRODUCTIVO;961878.38;84832.3;50008.16;1096718.84;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;LOS RIOS;VINCES;PRODUCTIVO;479548.03;20852.89;6071.34;506472.26;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;MANABI;CHONE;PRODUCTIVO;471620.67;19643.63;10606.61;501870.91;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;MANABI;JIPIJAPA;PRODUCTIVO;166063.76;25512.41;10110.4;201686.57;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;MANABI;MANTA;PRODUCTIVO;10871389.78;595353.87;514421.68;11981165.33;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;MANABI;PORTOVIEJO;PRODUCTIVO;2546326.83;38549.13;217841.08;2802717.04;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;MANABI;SUCRE;PRODUCTIVO;257804.01;25601.22;3267.41;286672.64;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;MANABI;TOSAGUA;PRODUCTIVO;50848.98;2829.36;9644.28;63322.62;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;ORELLANA;ORELLANA;PRODUCTIVO;3232485.66;161139.23;169608.56;3563233.45;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;PASTAZA;PASTAZA;PRODUCTIVO;224287.71;8546.26;10875.96;243709.93;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;PICHINCHA;MEJIA;PRODUCTIVO;145208.05;0.0;2.0;145210.05;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;PICHINCHA;QUITO;PRODUCTIVO;1161141507.84;1555307.2;4705820.55;1167402635.59;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;PICHINCHA;RUMIÑAHUI;PRODUCTIVO;896285.42;45196.37;72631.29;1014113.08;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;SANTA ELENA;LA LIBERTAD;PRODUCTIVO;3206328.21;60873.97;43361.21;3310563.39;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;SANTA ELENA;SALINAS;PRODUCTIVO;186220.31;6740.28;2512.66;195473.25;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;SANTA ELENA;SANTA ELENA;PRODUCTIVO;684979.21;0.0;3.0;684982.21;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;PRODUCTIVO;11781839.67;475396.31;208879.06;12466115.04;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;SUCUMBIOS;LAGO AGRIO;PRODUCTIVO;1110222.17;18006.77;5080.85;1133309.79;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;TUNGURAHUA;AMBATO;PRODUCTIVO;44838776.54;241186.69;287813.62;45367776.85;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;TUNGURAHUA;SAN PEDRO DE PELILEO;PRODUCTIVO;730980.66;1974.86;16591.27;749546.79;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
2026-05-31;BP GUAYAQUIL;ZAMORA CHINCHIPE;YANTZAZA;PRODUCTIVO;7618.99;0.0;1.0;7619.99;COLOCACIONES BANCA PRIVADA PRODUCTIVO 2026_05.xlsx
